cpu0;avg_rtt_a1;avg_rtt_a2;avg_loss_a1;avg_loss_a2;r_a1;r_a2;cpu0
0.0;0.0;0.0;0.0;0.0;0;0
5.81;0.0;0.0;0.0;0.0;0;0
10.61;0.0;0.0;0.0;0.0;0;0
24.4;0.0;0.0;0.0;0.0;0;0
38.23;0.0;0.0;0.0;0.0;0;0
52.0;0.0;220.23;0.0;0.0;0;1
65.91;0.0;223.82;0.0;0.0;0;1
79.79;0.0;222.74;0.0;0.0;0;1
93.66;0.0;223.09;0.0;0.0;0;1
107.47;0.0;223.91;0.0;0.0;0;1
121.31;0.0;225.18;0.0;0.0;0;1
135.19;0.0;222.74;0.0;0.0;0;1
149.0;0.0;223.74;0.0;0.0;0;1
162.85;0.0;224.77;0.0;0.0;0;1
176.67;0.0;222.87;0.0;0.0;0;1
190.58;0.0;222.5;0.0;0.0;0;1
204.46;0.0;225.0;0.0;0.0;0;1
218.27;0.0;225.59;0.0;0.0;0;1
232.07;0.0;223.67;0.0;0.0;0;1
245.96;0.0;222.14;0.0;0.0;0;1
259.89;0.0;223.41;0.0;0.0;0;1
273.71;0.0;224.36;0.0;0.0;0;1
287.54;0.0;222.36;0.0;0.0;0;1
301.32;0.0;220.59;0.0;0.0;0;1
315.21;0.0;222.91;0.0;0.0;0;1
329.03;0.0;222.74;0.0;0.0;0;1
342.82;0.0;221.95;0.0;0.0;0;1
356.64;0.0;224.43;0.0;0.0;0;1
370.47;0.0;222.5;0.0;0.0;0;1
384.29;0.0;222.64;0.0;0.0;0;1
398.16;0.0;223.0;0.0;0.0;0;1
412.04;0.0;223.86;0.0;0.0;0;1
425.92;0.0;219.36;0.0;0.0;0;1
439.75;0.0;220.22;0.0;0.0;0;1
453.6;0.0;222.05;0.0;0.0;0;1
467.33;0.0;222.87;0.0;0.0;0;1
481.32;0.0;221.18;0.0;0.0;0;1
495.21;0.0;222.55;0.0;0.0;0;1
509.01;0.0;225.59;0.0;0.0;0;1
522.9;0.0;224.09;0.0;0.0;0;1
536.74;0.0;223.05;0.0;0.0;0;1
542.64;0.0;224.91;0.0;0.0;0;1
546.33;0.0;222.05;0.0;0.0;0;1
559.15;0.0;221.68;0.0;0.0;0;1
572.15;0.0;222.0;0.0;0.0;0;1
585.18;39.48;225.32;0.0;0.0;1;1
598.13;39.37;222.39;0.0;0.0;1;1
611.1;39.4;222.0;0.0;0.0;1;1
624.09;39.37;222.91;0.0;0.0;1;1
636.89;39.52;224.57;0.0;0.0;1;1
649.85;39.47;221.18;0.0;0.0;1;1
662.9;39.74;222.05;0.0;0.0;1;1
675.83;39.3;222.05;0.0;0.0;1;1
688.74;39.37;221.96;0.0;0.0;1;1
701.63;39.36;220.22;0.0;0.0;1;1
714.63;39.4;223.95;0.0;0.0;1;1
727.4;39.51;219.32;0.0;0.0;1;1
740.42;39.34;221.22;0.0;0.0;1;1
753.41;39.5;222.78;0.0;0.0;1;1
766.43;39.39;222.18;0.0;0.0;1;1
779.47;39.33;221.96;0.0;0.0;1;1
792.52;39.35;221.27;0.0;0.0;1;1
805.41;39.41;221.17;0.0;0.0;1;1
818.45;39.34;222.18;0.0;0.0;1;1
831.37;39.54;219.27;0.0;0.0;1;1
844.37;39.53;222.18;0.0;0.0;1;1
857.35;39.51;220.36;0.0;0.0;1;1
870.34;39.37;222.87;0.0;0.0;1;1
883.24;39.36;222.14;0.0;0.0;1;1
896.21;39.37;222.05;0.0;0.0;1;1
909.19;39.35;222.91;0.0;0.0;1;1
922.1;39.39;224.61;0.0;0.0;1;1
934.98;39.46;219.35;0.0;0.0;1;1
947.96;39.35;222.95;0.0;0.0;1;1
960.99;39.86;221.0;0.0;0.0;1;1
974.04;39.37;220.26;0.0;0.0;1;1
986.96;39.54;220.65;0.0;0.0;1;1
999.98;39.47;225.04;0.0;0.0;1;1
1012.96;39.38;223.83;0.0;0.0;1;1
1021.67;39.37;222.19;0.0;0.0;1;1
1034.69;39.41;220.17;0.0;0.0;1;1
1044.44;39.34;222.27;0.0;0.0;1;1
1047.91;39.54;221.17;0.0;0.0;1;1
1060.0;39.57;223.73;0.0;0.0;1;1
1072.04;39.33;219.3;0.0;0.0;1;1
1084.17;39.43;219.32;0.0;0.0;1;2
1096.49;39.35;219.39;0.0;0.0;1;2
1108.66;39.41;219.38;0.0;0.0;1;2
1120.9;39.33;219.74;0.0;0.0;1;2
1133.23;39.37;219.38;0.0;0.0;1;2
1145.47;39.39;219.39;0.0;0.0;1;2
1157.87;39.34;219.75;0.0;0.0;1;2
1170.24;39.35;219.37;0.0;0.0;1;2
1182.58;39.36;219.87;0.0;0.0;1;2
1194.87;39.36;219.28;0.0;0.0;1;2
1207.11;39.33;219.27;0.0;0.0;1;2
1219.4;39.37;219.3;0.0;0.0;1;2
1231.71;39.4;219.3;0.0;0.0;1;2
1243.97;39.33;219.31;0.0;0.0;1;2
1256.27;39.39;219.37;0.0;0.0;1;2
1268.57;39.38;219.26;0.0;0.0;1;2
1280.87;39.38;219.32;0.0;0.0;1;2
1293.22;39.33;219.34;0.0;0.0;1;2
1305.52;39.36;219.32;0.0;0.0;1;2
1317.78;39.51;219.85;0.0;0.0;1;2
1330.14;39.4;219.43;0.0;0.0;1;2
1342.42;39.37;219.42;0.0;0.0;1;2
1354.67;39.38;219.44;0.0;0.0;1;2
1367.01;39.37;220.22;0.0;0.0;1;2
1379.21;39.36;219.34;0.0;0.0;1;2
1391.53;39.37;219.42;0.0;0.0;1;2
1403.82;39.38;219.33;0.0;0.0;1;2
1416.19;39.33;219.41;0.0;0.0;1;2
1428.37;39.39;219.39;0.0;0.0;1;2
1440.61;39.35;219.34;0.0;0.0;1;2
1452.86;39.54;219.44;0.0;0.0;1;2
1461.11;39.37;219.48;0.0;0.0;1;2
1473.4;39.39;219.33;0.0;0.0;1;2
