time;cpu0;avg_rtt;avg_rtt_a1;avg_rtt_a2;avg_upstream;avg_loss;avg_loss_a1;avg_loss_a2;#robots;#r_act1;#r_act2
1639651838.675;1311549.19;129.15;26.44;219.02;1.69;0.05;0.10001;0.0;15;7;8
1639651853.676;1311551.11;128.94;26.11;218.91;1.58;0.05;0.0989;0.0;15;7;8
1639651868.676;1311552.94;129.06;26.1;219.15;1.66;0.05;0.09803;0.0;15;7;8
1639651883.679;1311554.12;129.88;27.74;219.25;1.88;0.05;0.09681;0.0;15;7;8
1639651898.678;1311556.18;129.21;26.56;219.04;1.81;0.05;0.09655;0.0;15;7;8
1639651913.677;1311558.29;129.31;26.76;219.04;1.76;0.05;0.0972;0.0;15;7;8
1639651928.678;1311560.29;129.97;28.04;219.15;1.64;0.04;0.09642;0.0;15;7;8
1639651943.678;1311562.53;129.46;26.86;219.24;1.89;0.05;0.09747;0.0;15;7;8
1639651958.679;1311564.7;128.94;26.2;218.84;1.7;0.05;0.09744;0.0;15;7;8
1639651973.679;1311566.93;129.76;27.69;219.08;1.41;0.05;0.09724;0.0;15;7;8
1639651988.68;1311569.07;129.19;26.36;219.16;1.65;0.05;0.09887;0.0;15;7;8
1639652003.68;1311571.29;129.28;26.67;219.06;1.69;0.05;0.10062;0.0;15;7;8
1639652018.68;1311573.06;129.73;27.53;219.16;1.83;0.05;0.10131;0.0;15;7;8
1639652033.681;1311574.96;128.92;26.01;218.96;1.76;0.05;0.10189;0.0;15;7;8
1639652048.682;1311576.68;128.97;26.13;218.96;1.6;0.05;0.10111;0.0;15;7;8
1639652063.683;1311576.85;129.22;26.96;218.7;2.2;0.05;0.10117;0.0;15;7;8
1639652078.683;1311576.86;129.3;26.69;219.09;1.87;0.05;0.10281;0.0;15;7;8
1639652093.684;1311576.86;129.05;25.9;219.3;1.58;0.05;0.10233;0.0;15;7;8
1639652108.684;1311576.86;129.11;26.41;218.97;1.82;0.05;0.10264;0.0;15;7;8
1639652123.685;1311576.86;128.99;26.07;219.04;1.89;0.05;0.10581;0.0;15;7;8
1639652138.685;1311577.09;129.62;27.27;219.17;1.99;0.05;0.10611;0.0;15;7;8
1639652153.686;1311578.44;123.24;27.36;219.11;2.08;0.27;0.53881;0.0;16;8;8
1639652168.687;1311579.74;122.62;26.18;219.06;1.79;0.07;0.14584;0.0;16;8;8
1639652183.687;1311581.12;122.73;26.6;218.85;2.05;0.06;0.12063;0.0;16;8;8
1639652198.687;1311582.51;123.03;27.04;219.01;1.72;0.06;0.1127;0.0;16;8;8
1639652213.688;1311583.96;123.05;27.07;219.03;1.72;0.06;0.11603;0.0;16;8;8
1639652228.688;1311585.23;122.64;26.31;218.96;1.79;0.06;0.1159;0.0;16;8;8
1639652243.689;1311586.34;123.06;27.51;218.61;1.92;0.06;0.11315;0.0;16;8;8
1639652258.689;1311587.43;122.86;26.86;218.86;1.63;0.06;0.11484;0.0;16;8;8
1639652273.689;1311588.71;122.76;26.39;219.14;1.96;0.06;0.12324;0.0;16;8;8
1639652288.69;1311590.07;123.07;27.16;218.97;1.99;0.06;0.12277;0.0;16;8;8
1639652303.691;1311591.39;123.14;27.4;218.88;1.9;0.06;0.1207;0.0;16;8;8
1639652318.692;1311592.54;122.71;26.38;219.05;1.82;0.06;0.121;0.0;16;8;8
1639652333.692;1311593.32;123.01;26.96;219.05;1.72;0.06;0.12043;0.0;16;8;8
1639652348.692;1311594.59;122.94;26.66;219.21;1.79;0.06;0.12147;0.0;16;8;8
1639652363.693;1311594.68;123.51;27.75;219.26;2.58;0.06;0.12276;0.0;16;8;8
1639652378.693;1311594.76;122.89;27.11;218.66;1.93;0.06;0.1266;0.0;16;8;8
1639652393.693;1311594.77;123.07;26.96;219.18;1.99;0.06;0.12721;0.0;16;8;8
1639652408.698;1311594.77;122.79;27.31;218.27;1.83;0.06;0.12644;0.0;16;8;8
1639652423.694;1311594.77;116.05;25.08;218.4;2.11;0.06;0.1268;0.0;17;8;8
1639652438.694;1311594.77;122.94;26.81;219.07;2.15;0.06;0.12876;0.0;16;8;8
1639652453.695;1311594.77;122.74;26.59;218.9;1.93;0.06;0.12891;0.0;16;8;8
1639652468.694;1311594.92;123.21;27.5;218.93;1.74;0.06;0.12873;0.0;16;8;8
1639652483.697;1311595.59;129.26;28.12;219.17;1.93;0.06;0.12779;0.0;17;8;9
1639652498.695;1311596.37;129.09;27.99;218.97;2.06;0.06;0.13074;0.0;17;8;9
1639652513.696;1311597.1;128.66;26.95;219.08;1.94;0.06;0.13081;0.0;17;8;9
1639652528.696;1311597.86;128.94;27.68;218.94;2.01;0.06;0.13099;0.0;17;8;9
1639652543.696;1311598.69;128.79;27.55;218.78;1.79;0.06;0.1319;0.0;17;8;9
1639652558.697;1311599.19;129.07;27.54;219.32;1.88;0.06;0.13371;0.0;17;8;9
1639652573.696;1311599.88;128.74;27.4;218.81;1.79;0.06;0.13362;0.0;17;8;9
1639652588.697;1311600.66;128.85;27.35;219.08;1.89;0.06;0.13357;0.0;17;8;9
1639652603.699;1311601.45;128.92;27.44;219.13;1.93;0.06;0.13428;0.0;17;8;9
1639652618.698;1311602.35;129.14;27.91;219.12;1.61;0.06;0.13459;0.0;17;8;9
1639652633.698;1311603.2;128.38;26.7;218.77;1.66;0.06;0.13542;0.0;17;8;9
1639652648.699;1311604.1;128.33;26.55;218.8;1.86;0.06;0.13547;0.0;17;8;9
1639652663.698;1311604.11;128.52;26.89;218.87;2.08;0.06;0.13558;0.0;17;8;9
1639652678.699;1311604.12;128.44;27.1;218.51;2.14;0.06;0.13638;0.0;17;8;9
1639652693.699;1311604.12;128.36;26.45;218.94;1.95;0.07;0.13867;0.0;17;8;9
1639652708.7;1311604.12;128.88;27.5;219.0;2.29;0.07;0.13917;0.0;17;8;9
1639652723.7;1311604.12;128.62;26.79;219.14;1.91;0.07;0.13972;0.0;17;8;9
1639652738.7;1311604.12;128.9;27.48;219.06;2.3;0.07;0.14066;0.0;17;8;9
1639652753.7;1311604.12;128.95;27.53;219.1;2.07;0.07;0.14225;0.0;17;8;9
1639652768.7;1311604.12;128.15;26.01;218.93;2.02;0.07;0.1435;0.0;17;8;9
1639652783.707;1311604.12;128.85;27.31;219.11;2.08;0.07;0.14362;0.0;17;8;9
1639652798.702;1311604.12;128.63;27.05;218.92;2.15;0.07;0.14569;0.0;17;8;9
1639652813.702;1311604.14;128.29;26.12;219.11;1.78;0.07;0.14646;0.0;17;8;9
1639652828.702;1311604.27;122.68;26.26;219.11;2.1;0.07;0.13139;0.0;18;9;9
1639652843.702;1311604.35;123.14;26.8;219.49;2.17;0.08;0.15585;0.0;18;9;9
1639652858.701;1311604.43;122.58;26.34;218.81;2.22;0.08;0.16363;0.0;18;9;9
1639652873.702;1311604.53;122.79;26.6;218.99;2.22;0.08;0.15605;0.0;18;9;9
1639652888.702;1311604.64;123.05;27.04;219.06;2.12;0.09;0.17036;0.0;18;9;9
1639652903.702;1311604.78;123.16;26.96;219.37;2.25;0.09;0.17026;0.0;18;9;9
1639652918.702;1311604.9;122.91;27.08;218.74;2.18;0.09;0.17651;0.0;18;9;9
1639652933.703;1311605.02;123.12;27.11;219.13;2.05;0.09;0.17713;0.0;18;9;9
1639652948.702;1311605.09;123.16;27.19;219.12;1.97;0.09;0.17292;0.0;18;9;9
1639652963.703;1311605.09;123.08;27.54;218.61;2.32;0.09;0.17102;0.0;18;9;9
1639652978.703;1311605.09;122.82;27.11;218.53;2.14;0.09;0.17523;0.0;18;9;9
1639652993.703;1311605.09;122.96;26.82;219.09;2.27;0.09;0.17715;0.0;18;9;9
1639653008.704;1311605.09;122.82;26.59;219.06;2.12;0.09;0.17915;0.0;18;9;9
1639653023.704;1311605.09;122.77;26.99;218.54;1.87;0.09;0.18065;0.0;18;9;9
1639653038.705;1311605.09;123.04;27.14;218.94;2.13;0.09;0.18161;0.0;18;9;9
1639653053.706;1311605.09;123.13;27.32;218.93;2.03;0.09;0.18015;0.0;18;9;9
1639653068.705;1311605.09;123.37;27.92;218.82;1.97;0.09;0.18168;0.0;18;9;9
1639653083.707;1311605.09;123.62;27.88;219.36;2.13;0.09;0.18364;0.0;18;9;9
1639653098.706;1311605.09;123.65;28.08;219.22;2.39;0.09;0.18361;0.0;18;9;9
1639653113.707;1311605.09;123.53;27.83;219.23;2.37;0.09;0.18465;0.0;18;9;9
1639653128.714;1311605.09;123.61;28.07;219.14;2.1;0.09;0.18399;0.0;18;9;9
1639653143.708;1311605.09;123.55;28.1;219.0;2.38;0.09;0.18571;0.0;18;9;9
1639653158.708;1311605.09;123.54;27.76;219.32;2.11;0.09;0.1868;0.0;18;9;9
1639653173.709;1311605.09;123.18;27.58;218.79;2.23;0.09;0.1868;0.0;18;9;9
1639653188.709;1311605.09;123.09;27.27;218.92;1.97;0.09;0.18666;0.0;18;9;9
1639653203.709;1311605.09;123.36;27.88;218.84;2.05;0.09;0.18769;0.0;18;9;9
1639653218.717;1311605.09;124.05;29.24;218.86;1.97;0.09;0.18819;0.0;18;9;9
1639653233.711;1311605.09;123.39;27.86;218.92;2.24;0.1;0.19108;0.0;18;9;9
1639653248.711;1311605.09;123.19;27.4;218.98;2.5;0.1;0.19089;0.0;18;9;9
1639653263.712;1311605.09;123.28;28.13;218.43;2.94;0.1;0.19236;0.0;18;9;9
1639653278.712;1311605.09;127.89;27.38;218.36;2.19;0.09;0.19498;0.0;19;9;10
1639653293.712;1311605.09;128.49;28.23;218.72;2.23;0.09;0.19643;0.0;19;9;10
1639653308.713;1311605.09;128.07;27.27;218.8;2.03;0.09;0.19644;0.0;19;9;10
1639653323.713;1311605.09;127.75;26.89;218.53;2.44;0.09;0.19657;0.0;19;9;10
1639653338.714;1311605.09;121.5;24.35;218.64;2.26;0.09;0.19855;0.0;20;9;10
1639653353.714;1311605.09;127.35;25.71;218.82;2.14;0.09;0.19821;0.0;19;9;10
1639653368.715;1311605.09;127.51;26.4;218.51;2.19;0.09;0.19934;0.0;19;9;10
1639653383.715;1311605.09;128.26;27.33;219.09;2.08;0.1;0.20237;0.0;19;9;10
1639653398.716;1311605.09;128.37;28.18;218.55;1.39;0.1;0.20466;0.0;19;9;10
1639653413.717;1311605.09;127.9;27.41;218.34;2.29;0.1;0.20534;0.0;19;9;10
1639653428.717;1311605.09;127.9;27.23;218.5;2.09;0.1;0.20712;0.0;19;9;10
1639653443.718;1311605.09;127.85;27.18;218.46;2.23;0.1;0.20948;0.0;19;9;10
1639653458.718;1311605.09;128.02;27.0;218.93;2.41;0.1;0.20895;0.0;19;9;10
1639653473.719;1311605.09;128.15;27.14;219.05;2.32;0.1;0.20873;0.0;19;9;10
1639653488.719;1311605.09;128.05;27.32;218.71;2.28;0.1;0.21028;0.0;19;9;10
1639653503.721;1311605.09;127.57;26.44;218.58;2.22;0.1;0.21157;0.0;19;9;10
1639653518.72;1311605.09;128.14;27.4;218.81;2.23;0.1;0.21188;0.0;19;9;10
1639653533.72;1311605.09;128.41;27.78;218.97;2.27;0.1;0.21283;0.0;19;9;10
1639653548.721;1311605.09;128.04;26.93;219.04;2.14;0.1;0.21348;0.0;19;9;10
1639653563.721;1311605.09;127.97;27.28;218.6;2.42;0.1;0.21396;0.0;19;9;10
1639653578.722;1311605.09;128.24;27.53;218.87;2.48;0.1;0.21374;0.0;19;9;10
1639653593.722;1311605.09;128.32;27.97;218.64;2.08;0.1;0.21385;0.0;19;9;10
1639653608.724;1311605.09;128.12;27.48;218.7;2.39;0.1;0.2136;0.0;19;9;10
1639653623.724;1311605.09;128.06;27.92;218.19;2.46;0.1;0.21501;0.0;19;9;10
1639653638.724;1311605.09;122.58;26.55;218.61;2.17;0.1;0.1933;0.0;20;10;10
1639653653.727;1311605.09;122.69;26.83;218.54;2.05;0.11;0.22683;0.0;20;10;10
1639653668.728;1311605.09;122.74;26.86;218.61;1.59;0.11;0.2235;0.0;20;10;10
1639653683.728;1311605.09;122.55;26.97;218.14;2.11;0.12;0.23173;0.0;20;10;10
1639653698.729;1311605.09;122.7;26.99;218.42;2.13;0.12;0.23885;0.0;20;10;10
1639653713.729;1311605.09;122.75;27.19;218.31;2.4;0.12;0.24349;0.0;20;10;10
1639653728.729;1311605.09;122.96;27.32;218.6;2.21;0.12;0.24594;0.0;20;10;10
1639653743.73;1311605.09;122.78;27.07;218.49;2.01;0.13;0.25244;0.0;20;10;10
1639653758.729;1311605.09;122.78;26.68;218.89;2.28;0.13;0.25349;0.0;20;10;10
1639653773.729;1311605.09;122.66;26.74;218.57;2.78;0.13;0.25245;0.0;20;10;10
1639653788.735;1311605.09;122.59;26.61;218.58;2.48;0.12;0.24887;0.0;20;10;10
1639653803.73;1311605.09;122.89;27.06;218.73;2.44;0.12;0.24903;0.0;20;10;10
1639653818.73;1311605.09;123.25;27.71;218.79;2.24;0.12;0.24727;0.0;20;10;10
1639653833.73;1311605.09;123.4;27.47;219.32;2.44;0.12;0.24737;0.0;20;10;10
1639653848.729;1311605.09;123.38;27.84;218.93;2.27;0.13;0.25347;0.0;20;10;10
1639653863.73;1311605.09;122.32;26.31;218.33;2.5;0.13;0.25281;0.0;20;10;10
1639653878.734;1311605.09;123.12;27.31;218.94;2.33;0.13;0.25468;0.0;20;10;10
1639653893.729;1311605.09;122.56;26.14;218.98;2.63;0.13;0.25251;0.0;20;10;10
1639653908.732;1311605.09;122.56;26.2;218.92;2.3;0.13;0.25125;0.0;20;10;10
1639653923.731;1311605.09;123.07;27.37;218.77;2.28;0.13;0.25262;0.0;20;10;10
1639653938.731;1311605.09;122.69;26.81;218.57;2.28;0.13;0.25285;0.0;20;10;10
1639653953.731;1311605.09;123.38;27.53;219.22;2.37;0.13;0.25419;0.0;20;10;10
1639653968.732;1311605.09;123.27;27.49;219.04;2.24;0.13;0.25372;0.0;20;10;10
1639653983.732;1311605.09;123.17;27.31;219.03;2.35;0.13;0.2542;0.0;20;10;10
1639653998.733;1311605.09;122.9;26.86;218.93;1.94;0.13;0.25582;0.0;20;10;10
1639654013.734;1311605.09;122.84;26.56;219.11;2.15;0.13;0.25695;0.0;20;10;10
1639654028.734;1311605.09;122.98;26.87;219.09;2.22;0.13;0.25706;0.0;20;10;10
1639654043.734;1311605.1;122.29;25.91;218.67;2.2;0.13;0.25577;0.0;20;10;10
1639654058.735;1311605.1;122.72;26.74;218.7;1.92;0.13;0.25536;0.0;20;10;10
1639654073.741;1311605.1;122.66;26.78;218.54;2.32;0.13;0.25416;0.0;20;10;10
1639654088.736;1311605.1;122.72;27.03;218.41;2.37;0.13;0.25555;0.0;20;10;10
1639654103.737;1311605.1;122.77;26.88;218.66;2.11;0.13;0.25559;0.0;20;10;10
1639654118.737;1311605.1;122.78;26.86;218.7;2.06;0.13;0.25508;0.0;20;10;10
1639654133.738;1311605.1;122.45;26.3;218.59;2.35;0.13;0.25435;0.0;20;10;10
1639654148.738;1311605.1;122.91;26.56;219.26;1.93;0.13;0.25462;0.0;20;10;10
1639654163.738;1311605.1;122.79;26.86;218.71;2.07;0.13;0.25422;0.0;20;10;10
1639654178.738;1311605.1;122.99;26.99;218.98;2.12;0.13;0.25493;0.0;20;10;10
1639654193.738;1311605.1;122.63;26.37;218.89;2.04;0.13;0.25455;0.0;20;10;10
1639654208.739;1311605.1;122.8;26.75;218.85;2.15;0.13;0.25506;0.0;20;10;10
1639654223.738;1311605.1;123.3;27.59;219.0;2.21;0.13;0.25368;0.0;20;10;10
1639654238.738;1311605.1;123.36;27.45;219.27;2.05;0.13;0.25323;0.0;20;10;10
1639654253.739;1311605.1;122.83;26.45;219.2;2.1;0.13;0.2547;0.0;20;10;10
1639654268.74;1311605.1;123.22;27.73;218.72;2.0;0.13;0.25436;0.0;20;10;10
1639654283.74;1311605.1;122.54;25.97;219.11;2.35;0.13;0.25327;0.0;20;10;10
1639654298.74;1311605.1;122.81;26.97;218.66;2.11;0.13;0.2533;0.0;20;10;10
1639654313.741;1311605.1;122.55;26.39;218.7;2.37;0.13;0.25348;0.0;20;10;10
1639654328.741;1311605.1;122.5;26.01;219.0;2.35;0.13;0.25368;0.0;20;10;10
1639654343.742;1311605.1;122.81;26.31;219.31;2.31;0.13;0.25362;0.0;20;10;10
1639654358.742;1311605.1;123.08;27.33;218.84;2.17;0.13;0.25306;0.0;20;10;10
1639654373.742;1311605.1;122.72;27.09;218.34;2.07;0.13;0.254;0.0;20;10;10
1639654388.743;1311605.1;123.12;27.32;218.92;1.9;0.13;0.25555;0.0;20;10;10
1639654403.742;1311605.1;122.89;27.16;218.61;2.05;0.13;0.25513;0.0;20;10;10
1639654418.743;1311605.1;123.12;27.56;218.69;2.03;0.13;0.25576;0.0;20;10;10
1639654433.743;1311605.1;122.66;26.46;218.86;2.35;0.13;0.2552;0.0;20;10;10
1639654448.744;1311605.1;122.9;26.83;218.97;2.25;0.13;0.25467;0.0;20;10;10
1639654463.746;1311605.1;122.42;26.35;218.48;2.29;0.13;0.25396;0.0;20;10;10
1639654478.743;1311605.1;122.83;26.9;218.75;2.43;0.13;0.25326;0.0;20;10;10
1639654493.744;1311605.1;122.66;26.43;218.88;2.24;0.13;0.25303;0.0;20;10;10
1639654508.744;1311605.1;122.42;25.85;218.98;2.42;0.13;0.25277;0.0;20;10;10
1639654523.744;1311605.1;122.8;26.53;219.07;2.3;0.13;0.25237;0.0;20;10;10
1639654538.744;1311605.1;122.64;26.47;218.81;2.12;0.13;0.25304;0.0;20;10;10
1639654553.745;1311605.1;122.76;26.73;218.79;2.15;0.13;0.25322;0.0;20;10;10
1639654568.745;1311605.1;122.73;26.58;218.89;2.04;0.13;0.25308;0.0;20;10;10
1639654583.745;1311605.1;123.4;27.59;219.2;2.17;0.13;0.25244;0.0;20;10;10
1639654598.746;1311605.1;123.0;26.98;219.02;2.09;0.13;0.25309;0.0;20;10;10
1639654613.746;1311605.1;122.89;26.7;219.08;1.99;0.13;0.25327;0.0;20;10;10
1639654628.747;1311605.1;123.46;27.71;219.2;2.11;0.13;0.25335;0.0;20;10;10
1639654643.748;1311605.1;122.94;26.79;219.08;2.25;0.13;0.25295;0.0;20;10;10
1639654658.748;1311605.1;123.15;27.26;219.04;2.1;0.13;0.25391;0.0;20;10;10
1639654673.749;1311605.1;123.58;28.17;218.99;2.3;0.13;0.25403;0.0;20;10;10
1639654688.749;1311605.1;123.28;27.99;218.56;2.36;0.13;0.25406;0.0;20;10;10
1639654703.75;1311605.1;123.28;27.74;218.81;2.41;0.13;0.25419;0.0;20;10;10
1639654718.749;1311605.1;122.69;26.81;218.56;2.16;0.13;0.2545;0.0;20;10;10
1639654733.75;1311605.1;123.58;27.89;219.26;2.14;0.13;0.25527;0.0;20;10;10
1639654748.75;1311605.1;123.37;27.7;219.04;2.35;0.13;0.25615;0.0;20;10;10
1639654763.75;1311605.1;123.08;27.44;218.71;2.14;0.13;0.25637;0.0;20;10;10
1639654778.75;1311605.1;123.03;27.18;218.88;2.33;0.13;0.25678;0.0;20;10;10
1639654793.751;1311605.1;123.1;27.35;218.86;2.31;0.13;0.25699;0.0;20;10;10
1639654808.752;1311605.1;122.88;27.3;218.47;2.31;0.13;0.25758;0.0;20;10;10
1639654823.751;1311605.1;123.14;27.21;219.06;2.28;0.13;0.25804;0.0;20;10;10
1639654838.757;1311605.1;122.75;26.51;218.98;2.43;0.13;0.25884;0.0;20;10;10
1639654853.752;1311605.1;122.73;26.49;218.96;2.6;0.13;0.25915;0.0;20;10;10
1639654868.752;1311605.1;123.02;26.78;219.26;2.54;0.13;0.26094;0.0;20;10;10
1639654883.752;1311605.11;123.09;27.11;219.08;2.32;0.13;0.2615;0.0;20;10;10
1639654898.753;1311605.11;123.09;27.12;219.06;2.21;0.13;0.26163;0.0;20;10;10
1639654913.753;1311605.11;122.96;26.79;219.13;2.34;0.13;0.26207;0.0;20;10;10
1639654928.754;1311605.11;123.6;28.02;219.18;2.21;0.13;0.2623;0.0;20;10;10
1639654943.754;1311605.11;122.82;26.66;218.97;2.34;0.13;0.26247;0.0;20;10;10
1639654958.753;1311605.11;122.77;26.66;218.88;2.35;0.13;0.2631;0.0;20;10;10
1639654973.754;1311605.11;122.93;26.53;219.34;2.04;0.13;0.26297;0.0;20;10;10
1639654988.753;1311605.11;122.89;26.82;218.97;1.99;0.13;0.26299;0.0;20;10;10
1639655003.753;1311605.11;123.15;27.78;218.53;2.36;0.13;0.26321;0.0;20;10;10
1639655018.754;1311605.11;122.75;26.35;219.14;2.17;0.13;0.26342;0.0;20;10;10
1639655033.753;1311605.11;123.44;27.86;219.03;2.47;0.13;0.26353;0.0;20;10;10
1639655048.755;1311605.11;123.05;27.03;219.06;2.44;0.13;0.26296;0.0;20;10;10
1639655063.755;1311605.11;123.0;27.1;218.89;2.22;0.13;0.26279;0.0;20;10;10
1639655078.754;1311605.11;123.4;27.68;219.11;2.35;0.13;0.26301;0.0;20;10;10
1639655093.756;1311605.11;122.7;26.53;218.86;2.3;0.13;0.26333;0.0;20;10;10
1639655108.755;1311605.11;123.35;27.54;219.16;1.88;0.13;0.26329;0.0;20;10;10
1639655123.756;1311605.11;123.32;27.41;219.23;2.18;0.13;0.264;0.0;20;10;10
1639655138.757;1311605.11;122.94;26.87;219.01;2.33;0.13;0.26348;0.0;20;10;10
1639655153.757;1311605.11;123.26;27.51;219.02;2.32;0.13;0.26357;0.0;20;10;10
1639655168.758;1311605.11;123.33;27.48;219.18;2.29;0.13;0.26364;0.0;20;10;10
1639655183.758;1311605.11;122.92;26.98;218.87;2.31;0.13;0.26353;0.0;20;10;10
1639655198.759;1311605.11;123.1;27.17;219.02;2.11;0.13;0.26358;0.0;20;10;10
1639655213.759;1311605.11;123.04;27.42;218.66;2.11;0.13;0.26387;0.0;20;10;10
1639655228.76;1311605.11;123.4;27.65;219.14;2.12;0.13;0.26368;0.0;20;10;10
1639655243.761;1311605.11;123.35;27.66;219.05;2.3;0.13;0.2637;0.0;20;10;10
1639655258.762;1311605.11;123.52;27.9;219.14;2.06;0.13;0.2635;0.0;20;10;10
1639655273.761;1311605.11;123.57;27.99;219.15;2.14;0.13;0.2634;0.0;20;10;10
1639655288.762;1311605.11;123.49;28.13;218.86;2.16;0.13;0.2639;0.0;20;10;10
1639655303.761;1311605.11;123.73;28.19;219.28;2.02;0.13;0.26392;0.0;20;10;10
1639655318.762;1311605.11;123.27;27.46;219.07;2.19;0.13;0.26362;0.0;20;10;10
1639655333.762;1311605.11;123.15;27.25;219.04;2.09;0.13;0.26442;0.0;20;10;10
1639655348.763;1311605.11;123.0;27.44;218.56;2.08;0.13;0.26521;0.0;20;10;10
1639655363.763;1311605.11;122.88;26.91;218.86;2.12;0.13;0.26598;0.0;20;10;10
1639655378.763;1311605.11;123.47;28.07;218.87;2.08;0.13;0.26614;0.0;20;10;10
1639655393.764;1311605.11;123.16;27.46;218.86;2.11;0.13;0.26579;0.0;20;10;10
1639655408.763;1311605.11;122.83;26.89;218.78;2.17;0.13;0.26648;0.0;20;10;10
1639655423.762;1311605.11;123.04;27.39;218.68;2.33;0.13;0.26633;0.0;20;10;10
1639655438.764;1311605.11;123.17;26.98;219.36;1.85;0.13;0.26748;0.0;20;10;10
1639655453.764;1311605.11;122.9;26.97;218.83;1.97;0.13;0.26804;0.0;20;10;10
1639655468.764;1311605.11;122.99;27.35;218.62;1.99;0.13;0.26862;0.0;20;10;10
1639655483.766;1311605.11;122.71;26.57;218.84;1.95;0.13;0.269;0.0;20;10;10
1639655498.765;1311605.11;123.5;28.0;219.0;1.92;0.13;0.26932;0.0;20;10;10
1639655513.766;1311605.12;123.75;28.43;219.06;2.28;0.13;0.26945;0.0;20;10;10
1639655528.766;1311605.12;122.84;26.68;219.0;2.33;0.13;0.26943;0.0;20;10;10
1639655543.767;1311605.12;122.88;26.61;219.15;2.31;0.13;0.26979;0.0;20;10;10
1639655558.767;1311605.12;122.9;26.66;219.14;2.14;0.13;0.26942;0.0;20;10;10
1639655573.768;1311605.12;122.84;26.93;218.74;2.08;0.13;0.26993;0.0;20;10;10
1639655588.768;1311605.12;123.34;27.32;219.37;2.2;0.13;0.26997;0.0;20;10;10
1639655603.768;1311605.12;123.28;27.13;219.43;2.32;0.14;0.27038;0.0;20;10;10
1639655618.769;1311605.12;123.22;27.52;218.91;2.22;0.14;0.27089;0.0;20;10;10
1639655633.77;1311605.12;122.98;26.62;219.34;2.29;0.14;0.27141;0.0;20;10;10
1639655648.77;1311605.12;122.85;26.57;219.13;2.08;0.14;0.27187;0.0;20;10;10
1639655663.77;1311605.12;123.01;27.22;218.8;1.9;0.14;0.27227;0.0;20;10;10
1639655678.771;1311605.12;123.17;27.54;218.79;2.12;0.14;0.27228;0.0;20;10;10
1639655693.771;1311605.12;122.88;26.65;219.12;2.21;0.14;0.27211;0.0;20;10;10
1639655708.773;1311605.12;122.77;26.72;218.81;2.19;0.14;0.27205;0.0;20;10;10
1639655723.773;1311605.12;122.86;26.55;219.17;2.26;0.14;0.27275;0.0;20;10;10
1639655738.772;1311605.12;122.79;26.58;219.0;2.25;0.14;0.27271;0.0;20;10;10
1639655753.772;1311605.12;122.7;26.55;218.85;2.35;0.14;0.27308;0.0;20;10;10
1639655768.773;1311605.12;123.19;27.05;219.32;2.24;0.14;0.27405;0.0;20;10;10
1639655783.773;1311605.12;123.07;26.79;219.34;1.8;0.14;0.2741;0.0;20;10;10
1639655798.773;1311605.12;123.12;27.05;219.18;2.0;0.14;0.27442;0.0;20;10;10
1639655813.774;1311605.12;122.99;26.78;219.19;2.07;0.14;0.2746;0.0;20;10;10
1639655828.774;1311605.12;123.22;27.08;219.37;2.17;0.14;0.27468;0.0;20;10;10
1639655843.775;1311605.12;123.25;27.91;218.6;1.96;0.14;0.27506;0.0;20;10;10
1639655858.775;1311605.12;122.63;26.23;219.03;2.05;0.14;0.27489;0.0;20;10;10
1639655873.776;1311605.12;122.62;26.58;218.67;2.21;0.14;0.27462;0.0;20;10;10
1639655888.775;1311605.12;122.79;26.83;218.74;2.34;0.14;0.27459;0.0;20;10;10
1639655903.776;1311605.12;122.97;27.21;218.73;2.34;0.14;0.27464;0.0;20;10;10
1639655918.776;1311605.12;123.18;27.36;219.01;1.99;0.14;0.27471;0.0;20;10;10
1639655933.776;1311605.12;122.63;26.66;218.6;2.19;0.14;0.27524;0.0;20;10;10
1639655948.777;1311605.12;122.96;26.83;219.09;2.23;0.14;0.27552;0.0;20;10;10
1639655963.778;1311605.12;122.92;26.73;219.11;2.16;0.14;0.27554;0.0;20;10;10
1639655978.778;1311605.12;122.84;26.89;218.79;2.06;0.14;0.2758;0.0;20;10;10
1639655993.778;1311605.12;123.15;27.17;219.12;2.23;0.14;0.27643;0.0;20;10;10
1639656008.779;1311605.12;122.84;26.58;219.1;1.9;0.14;0.27684;0.0;20;10;10
1639656023.78;1311605.12;122.81;26.36;219.27;1.94;0.14;0.27722;0.0;20;10;10
1639656038.779;1311605.12;122.66;26.63;218.69;2.07;0.14;0.2779;0.0;20;10;10
1639656053.78;1311605.12;123.08;26.97;219.18;2.0;0.14;0.27798;0.0;20;10;10
1639656068.78;1311605.12;122.59;26.25;218.94;1.97;0.14;0.27826;0.0;20;10;10
1639656083.781;1311605.12;122.97;27.02;218.91;1.94;0.14;0.27904;0.0;20;10;10
1639656098.78;1311605.12;122.8;26.63;218.96;1.81;0.14;0.27886;0.0;20;10;10
1639656113.781;1311605.12;123.42;27.84;218.99;2.35;0.14;0.27888;0.0;20;10;10
1639656128.781;1311605.12;123.04;26.99;219.09;2.15;0.14;0.27882;0.0;20;10;10
1639656143.781;1311605.12;122.74;26.71;218.77;2.18;0.14;0.27861;0.0;20;10;10
1639656158.781;1311605.12;123.05;27.24;218.87;2.21;0.14;0.27879;0.0;20;10;10
1639656173.782;1311605.12;122.87;26.97;218.76;2.6;0.14;0.27847;0.0;20;10;10
