time;cpu0;avg_rtt;avg_rtt_a1;avg_rtt_a2;avg_upstream;avg_loss;avg_loss_a1;avg_loss_a2;#robots;#r_act1;#r_act2
1639656188.781;1311605.12;123.0;27.67;218.34;2.27;0.14;0.27861;0.0;20;10;10
1639656203.781;1311605.12;123.09;27.61;218.57;2.09;0.14;0.27908;0.0;20;10;10
1639656218.782;1311605.12;123.31;27.82;218.8;2.26;0.14;0.27905;0.0;20;10;10
1639656233.783;1311605.12;123.43;27.63;219.23;2.3;0.14;0.27908;0.0;20;10;10
1639656248.783;1311605.12;123.29;27.44;219.14;2.25;0.14;0.27911;0.0;20;10;10
1639656263.784;1311605.12;122.98;27.36;218.61;2.23;0.14;0.27904;0.0;20;10;10
1639656278.785;1311605.12;122.8;26.8;218.79;2.43;0.14;0.27897;0.0;20;10;10
1639656293.784;1311605.12;123.37;27.88;218.86;2.0;0.14;0.27896;0.0;20;10;10
1639656308.786;1311605.12;123.27;27.99;218.54;2.21;0.14;0.27918;0.0;20;10;10
1639656323.785;1311605.12;123.5;27.86;219.13;2.31;0.14;0.27929;0.0;20;10;10
1639656338.785;1311605.12;123.07;27.06;219.07;2.22;0.14;0.27957;0.0;20;10;10
1639656353.784;1311605.12;123.25;27.42;219.09;2.26;0.14;0.28014;0.0;20;10;10
1639656368.785;1311605.12;123.21;27.46;218.96;2.09;0.14;0.28005;0.0;20;10;10
1639656383.785;1311605.12;123.18;27.24;219.12;1.96;0.14;0.27992;0.0;20;10;10
1639656398.786;1311605.12;123.01;27.15;218.87;2.49;0.14;0.28022;0.0;20;10;10
1639656413.787;1311605.12;123.37;27.83;218.91;2.26;0.14;0.28045;0.0;20;10;10
1639656428.786;1311605.12;122.93;27.05;218.81;2.33;0.14;0.28036;0.0;20;10;10
1639656443.787;1311605.12;123.38;28.16;218.6;2.23;0.14;0.28018;0.0;20;10;10
1639656458.788;1311605.12;123.03;26.93;219.14;2.16;0.14;0.28027;0.0;20;10;10
1639656473.788;1311605.12;123.21;27.35;219.08;2.23;0.14;0.28042;0.0;20;10;10
1639656488.789;1311605.12;123.14;27.36;218.91;2.04;0.14;0.28048;0.0;20;10;10
1639656503.788;1311605.12;123.79;28.42;219.15;2.31;0.14;0.28058;0.0;20;10;10
1639656518.788;1311605.12;123.03;27.16;218.9;2.49;0.14;0.28063;0.0;20;10;10
1639656533.789;1311605.12;122.91;26.64;219.18;2.12;0.14;0.28114;0.0;20;10;10
1639656548.791;1311605.12;123.16;27.36;218.95;2.13;0.14;0.28153;0.0;20;10;10
1639656563.79;1311605.12;123.31;27.5;219.11;2.46;0.14;0.28167;0.0;20;10;10
1639656578.79;1311605.12;123.02;26.95;219.09;2.25;0.14;0.28191;0.0;20;10;10
1639656593.791;1311605.12;123.06;27.32;218.8;2.26;0.14;0.28198;0.0;20;10;10
1639656608.79;1311605.12;123.42;27.71;219.12;2.09;0.14;0.28231;0.0;20;10;10
1639656623.791;1311605.12;122.97;26.86;219.09;2.39;0.14;0.28258;0.0;20;10;10
1639656638.791;1311605.12;122.92;27.16;218.67;2.17;0.14;0.2826;0.0;20;10;10
1639656653.792;1311605.12;123.19;27.27;219.1;2.02;0.14;0.2828;0.0;20;10;10
1639656668.791;1311605.13;122.94;26.7;219.18;2.03;0.14;0.28295;0.0;20;10;10
1639656683.792;1311605.13;122.84;26.63;219.04;2.41;0.14;0.28278;0.0;20;10;10
1639656698.793;1311605.13;122.78;26.44;219.13;1.99;0.14;0.2831;0.0;20;10;10
1639656713.793;1311605.13;123.27;27.51;219.02;2.25;0.14;0.28303;0.0;20;10;10
1639656728.794;1311605.13;123.09;27.35;218.84;2.05;0.14;0.28331;0.0;20;10;10
1639656743.794;1311605.13;122.88;27.03;218.73;2.04;0.14;0.28345;0.0;20;10;10
1639656758.794;1311605.13;123.04;27.12;218.96;2.07;0.14;0.28367;0.0;20;10;10
1639656773.795;1311605.13;123.18;27.54;218.82;2.38;0.14;0.28356;0.0;20;10;10
1639656788.795;1311605.13;122.86;26.73;218.99;2.18;0.14;0.28379;0.0;20;10;10
1639656803.796;1311605.13;123.08;27.04;219.12;2.2;0.14;0.28399;0.0;20;10;10
1639656818.796;1311605.13;123.43;27.99;218.87;2.39;0.14;0.284;0.0;20;10;10
1639656833.797;1311605.13;123.04;27.33;218.74;1.82;0.14;0.28409;0.0;20;10;10
1639656848.803;1311605.13;123.03;27.24;218.82;1.9;0.14;0.28452;0.0;20;10;10
1639656863.798;1311605.13;122.92;26.44;219.4;2.0;0.14;0.28493;0.0;20;10;10
1639656878.798;1311605.13;123.34;27.46;219.22;2.12;0.14;0.28513;0.0;20;10;10
1639656893.798;1311605.13;122.47;26.06;218.87;2.31;0.14;0.28507;0.0;20;10;10
1639656908.799;1311605.13;123.02;27.18;218.85;1.87;0.14;0.2851;0.0;20;10;10
1639656923.8;1311605.13;122.8;26.3;219.31;2.09;0.14;0.28516;0.0;20;10;10
1639656938.799;1311605.13;122.9;26.7;219.1;2.37;0.14;0.28528;0.0;20;10;10
1639656953.8;1311605.13;122.53;26.31;218.74;2.34;0.14;0.28535;0.0;20;10;10
1639656968.801;1311605.13;122.94;26.41;219.47;1.82;0.14;0.28538;0.0;20;10;10
1639656983.801;1311605.13;123.16;27.12;219.19;2.22;0.14;0.28527;0.0;20;10;10
1639656998.802;1311605.13;122.95;27.14;218.77;2.18;0.14;0.28539;0.0;20;10;10
1639657013.802;1311605.13;123.5;27.76;219.25;2.63;0.14;0.28541;0.0;20;10;10
1639657028.801;1311605.13;123.01;27.04;218.98;2.34;0.14;0.28555;0.0;20;10;10
1639657043.802;1311605.13;122.94;26.9;218.97;2.26;0.14;0.28565;0.0;20;10;10
1639657058.802;1311605.13;123.15;27.56;218.74;2.0;0.14;0.28602;0.0;20;10;10
1639657073.803;1311605.13;122.65;26.34;218.96;2.26;0.14;0.28598;0.0;20;10;10
1639657088.803;1311605.13;122.79;26.55;219.03;2.11;0.14;0.28634;0.0;20;10;10
1639657103.804;1311605.13;123.05;27.13;218.96;2.2;0.14;0.28657;0.0;20;10;10
1639657118.803;1311605.13;122.6;26.71;218.49;2.07;0.14;0.2865;0.0;20;10;10
1639657133.803;1311605.13;123.25;27.69;218.8;2.33;0.14;0.2866;0.0;20;10;10
1639657148.804;1311605.13;123.09;27.39;218.8;2.47;0.14;0.28689;0.0;20;10;10
1639657163.804;1311605.13;123.28;27.63;218.92;2.12;0.14;0.2869;0.0;20;10;10
1639657178.804;1311605.13;123.12;27.33;218.9;2.48;0.14;0.28668;0.0;20;10;10
1639657193.805;1311605.13;123.16;27.5;218.82;2.03;0.14;0.28696;0.0;20;10;10
1639657208.804;1311605.13;122.8;27.02;218.57;1.89;0.14;0.28722;0.0;20;10;10
1639657223.805;1311605.13;122.76;26.9;218.63;2.15;0.14;0.28752;0.0;20;10;10
1639657238.806;1311605.13;122.9;26.94;218.87;2.35;0.14;0.28776;0.0;20;10;10
1639657253.805;1311605.13;123.51;28.0;219.03;2.43;0.14;0.28794;0.0;20;10;10
1639657268.805;1311605.13;123.49;28.1;218.88;2.34;0.14;0.28816;0.0;20;10;10
1639657283.806;1311605.13;123.09;26.88;219.3;2.32;0.14;0.28821;0.0;20;10;10
1639657298.806;1311605.13;123.3;27.52;219.07;2.31;0.14;0.28827;0.0;20;10;10
1639657313.807;1311605.13;123.29;27.5;219.08;2.23;0.14;0.28865;0.0;20;10;10
1639657328.806;1311605.13;123.7;28.37;219.04;2.44;0.14;0.28874;0.0;20;10;10
1639657343.806;1311605.13;123.08;27.21;218.95;2.41;0.14;0.28891;0.0;20;10;10
1639657358.807;1311605.13;123.2;27.21;219.19;2.34;0.14;0.28913;0.0;20;10;10
1639657373.808;1311605.13;122.95;26.8;219.1;2.33;0.14;0.28942;0.0;20;10;10
1639657388.808;1311605.13;122.9;27.13;218.68;2.31;0.14;0.28966;0.0;20;10;10
1639657403.809;1311605.13;123.37;27.57;219.17;2.45;0.15;0.29009;0.0;20;10;10
1639657418.807;1311605.13;122.92;27.03;218.81;2.3;0.15;0.29001;0.0;20;10;10
1639657433.807;1311605.13;123.25;27.66;218.84;1.73;0.15;0.29026;0.0;20;10;10
1639657448.808;1311605.13;122.73;26.77;218.69;2.2;0.15;0.29045;0.0;20;10;10
1639657463.808;1311605.13;122.88;27.01;218.74;2.33;0.15;0.29017;0.0;20;10;10
1639657478.807;1311605.13;122.88;26.82;218.94;2.31;0.15;0.29028;0.0;20;10;10
1639657493.808;1311605.13;122.61;26.47;218.75;2.17;0.15;0.29042;0.0;20;10;10
1639657508.809;1311605.13;122.94;26.89;218.99;2.05;0.15;0.29025;0.0;20;10;10
1639657523.81;1311605.13;123.07;27.18;218.96;2.12;0.15;0.29032;0.0;20;10;10
1639657538.809;1311605.13;122.89;26.98;218.79;2.27;0.15;0.29038;0.0;20;10;10
1639657553.81;1311605.13;122.92;26.84;219.0;2.19;0.15;0.29062;0.0;20;10;10
1639657568.81;1311605.13;123.29;27.66;218.92;2.21;0.15;0.29041;0.0;20;10;10
1639657583.81;1311605.13;123.04;27.07;219.01;1.9;0.15;0.29026;0.0;20;10;10
1639657598.811;1311605.13;122.97;26.91;219.03;2.4;0.15;0.29019;0.0;20;10;10
1639657613.812;1311605.13;122.33;26.05;218.6;2.61;0.14;0.28998;0.0;20;10;10
1639657628.815;1311605.13;122.7;26.54;218.85;2.36;0.15;0.29021;0.0;20;10;10
1639657643.812;1311605.13;123.05;27.34;218.75;2.18;0.15;0.29032;0.0;20;10;10
1639657658.812;1311605.14;122.72;26.56;218.88;2.17;0.15;0.29082;0.0;20;10;10
1639657673.813;1311605.14;122.86;27.08;218.63;2.37;0.15;0.29081;0.0;20;10;10
1639657688.813;1311605.14;122.75;26.6;218.89;2.09;0.15;0.29082;0.0;20;10;10
1639657703.813;1311605.14;122.79;26.81;218.77;2.18;0.15;0.29082;0.0;20;10;10
1639657718.814;1311605.14;122.44;26.18;218.7;2.23;0.15;0.29081;0.0;20;10;10
1639657733.815;1311605.14;122.82;26.78;218.85;2.41;0.15;0.29087;0.0;20;10;10
1639657748.814;1311605.14;122.59;26.48;218.71;2.04;0.15;0.29125;0.0;20;10;10
1639657763.814;1311605.14;122.66;26.57;218.74;2.11;0.15;0.29136;0.0;20;10;10
1639657778.816;1311605.14;122.76;26.58;218.94;2.24;0.15;0.29128;0.0;20;10;10
1639657793.816;1311605.14;122.98;27.1;218.86;2.36;0.15;0.29143;0.0;20;10;10
1639657808.817;1311605.14;122.8;26.79;218.82;2.14;0.15;0.29131;0.0;20;10;10
1639657823.818;1311605.14;122.95;26.55;219.36;2.17;0.15;0.29103;0.0;20;10;10
1639657838.818;1311605.14;123.03;27.2;218.85;2.2;0.15;0.29139;0.0;20;10;10
1639657853.817;1311605.14;123.39;27.9;218.89;2.25;0.15;0.2915;0.0;20;10;10
1639657868.817;1311605.14;123.23;27.57;218.88;1.64;0.15;0.29158;0.0;20;10;10
1639657883.818;1311605.14;122.6;26.49;218.71;2.22;0.15;0.2917;0.0;20;10;10
1639657898.819;1311605.14;122.87;27.01;218.72;1.94;0.15;0.29176;0.0;20;10;10
1639657913.821;1311605.14;122.88;26.92;218.84;2.37;0.15;0.29157;0.0;20;10;10
1639657928.82;1311605.14;122.22;25.48;218.96;1.9;0.15;0.29176;0.0;20;10;10
1639657943.821;1311605.14;122.74;26.82;218.67;1.99;0.15;0.29221;0.0;20;10;10
1639657958.82;1311605.14;123.25;27.25;219.24;1.86;0.15;0.29241;0.0;20;10;10
1639657973.822;1311605.14;122.96;26.71;219.21;2.21;0.15;0.29253;0.0;20;10;10
1639657988.82;1311605.14;123.53;27.78;219.29;1.96;0.15;0.29262;0.0;20;10;10
1639658003.821;1311605.14;122.97;26.89;219.05;2.21;0.15;0.29255;0.0;20;10;10
1639658018.821;1311605.14;122.51;26.58;218.44;2.11;0.15;0.29249;0.0;20;10;10
1639658033.822;1311605.14;123.09;27.49;218.7;2.38;0.15;0.29284;0.0;20;10;10
1639658048.822;1311605.14;122.38;26.31;218.46;2.24;0.15;0.29322;0.0;20;10;10
1639658063.823;1311605.14;122.32;25.82;218.82;2.34;0.15;0.29367;0.0;20;10;10
1639658078.824;1311605.14;122.34;25.94;218.75;2.21;0.15;0.29395;0.0;20;10;10
1639658093.852;1311605.14;122.78;26.65;218.9;2.26;0.15;0.29377;0.0;20;10;10
1639658108.824;1311605.14;123.14;27.7;218.58;2.34;0.15;0.2939;0.0;20;10;10
1639658123.825;1311605.14;122.72;27.07;218.38;2.31;0.15;0.29395;0.0;20;10;10
1639658138.825;1311605.14;122.82;27.03;218.61;2.08;0.15;0.29401;0.0;20;10;10
1639658153.825;1311605.14;123.09;27.13;219.05;1.9;0.15;0.29452;0.0;20;10;10
1639658168.825;1311605.14;123.11;26.96;219.26;2.13;0.15;0.29483;0.0;20;10;10
1639658183.826;1311605.14;123.03;27.27;218.79;2.32;0.15;0.29448;0.0;20;10;10
1639658198.826;1311605.14;122.78;26.59;218.97;2.16;0.15;0.29439;0.0;20;10;10
1639658213.827;1311605.15;123.39;27.39;219.39;2.0;0.15;0.2943;0.0;20;10;10
1639658228.827;1311605.15;123.07;26.86;219.28;2.05;0.15;0.29451;0.0;20;10;10
1639658243.827;1311605.15;123.01;27.26;218.76;2.02;0.15;0.29461;0.0;20;10;10
1639658258.827;1311605.15;122.85;26.58;219.12;1.92;0.15;0.29455;0.0;20;10;10
1639658273.828;1311605.15;123.17;27.18;219.15;2.19;0.15;0.29423;0.0;20;10;10
1639658288.828;1311605.15;123.08;27.11;219.05;2.12;0.15;0.29411;0.0;20;10;10
1639658303.829;1311605.15;122.66;26.58;218.73;2.0;0.15;0.29405;0.0;20;10;10
1639658318.829;1311605.15;122.91;26.84;218.98;2.03;0.15;0.29364;0.0;20;10;10
1639658333.83;1311605.15;123.1;27.07;219.13;2.21;0.15;0.29372;0.0;20;10;10
1639658348.831;1311605.15;123.45;27.85;219.05;2.45;0.15;0.29337;0.0;20;10;10
1639658363.831;1311605.15;123.02;26.98;219.05;2.3;0.15;0.29335;0.0;20;10;10
1639658378.832;1311605.15;123.07;26.82;219.31;2.16;0.15;0.29316;0.0;20;10;10
1639658393.832;1311605.15;123.15;27.26;219.03;2.04;0.15;0.29313;0.0;20;10;10
1639658408.833;1311605.15;122.86;26.6;219.12;2.23;0.15;0.29295;0.0;20;10;10
1639658423.833;1311605.15;123.0;26.86;219.15;2.19;0.15;0.29291;0.0;20;10;10
1639658438.834;1311605.15;123.17;27.39;218.95;2.11;0.15;0.29321;0.0;20;10;10
1639658453.834;1311605.15;123.19;27.04;219.33;2.17;0.15;0.29315;0.0;20;10;10
1639658468.835;1311605.15;122.73;26.17;219.28;2.17;0.15;0.29323;0.0;20;10;10
1639658483.835;1311605.15;122.65;26.37;218.93;2.09;0.15;0.29311;0.0;20;10;10
1639658498.836;1311605.15;122.79;26.82;218.76;2.14;0.15;0.29315;0.0;20;10;10
1639658513.836;1311605.15;122.73;26.9;218.56;2.31;0.15;0.29322;0.0;20;10;10
1639658528.838;1311605.15;123.18;28.06;218.3;2.36;0.15;0.29337;0.0;20;10;10
1639658543.837;1311605.15;122.8;27.06;218.53;2.1;0.15;0.29338;0.0;20;10;10
1639658558.838;1311605.15;123.19;27.41;218.98;2.12;0.15;0.29324;0.0;20;10;10
1639658573.838;1311605.15;122.56;26.29;218.84;2.21;0.15;0.29331;0.0;20;10;10
1639658588.839;1311605.15;122.52;26.27;218.76;2.49;0.15;0.29329;0.0;20;10;10
1639658603.84;1311605.16;122.59;26.34;218.85;2.44;0.14;0.29359;0.0;20;10;10
1639658618.84;1311605.16;123.07;27.06;219.07;2.32;0.15;0.29392;0.0;20;10;10
1639658633.841;1311605.16;122.89;27.09;218.69;2.22;0.15;0.29408;0.0;20;10;10
1639658648.841;1311605.16;123.31;27.64;218.97;2.06;0.15;0.29411;0.0;20;10;10
1639658663.84;1311605.16;123.15;27.16;219.14;2.06;0.15;0.29428;0.0;20;10;10
1639658678.841;1311605.16;122.89;27.27;218.5;2.18;0.15;0.29431;0.0;20;10;10
1639658693.841;1311605.16;122.72;26.67;218.78;2.11;0.15;0.29438;0.0;20;10;10
1639658708.842;1311605.16;122.73;26.78;218.68;2.15;0.15;0.2941;0.0;20;10;10
1639658723.842;1311605.16;123.04;27.01;219.07;2.27;0.15;0.29382;0.0;20;10;10
1639658738.842;1311605.16;122.8;26.87;218.72;2.28;0.15;0.29412;0.0;20;10;10
1639658753.843;1311605.16;122.78;27.06;218.5;2.28;0.15;0.29423;0.0;20;10;10
1639658768.844;1311605.16;122.8;27.08;218.51;1.62;0.15;0.29437;0.0;20;10;10
1639658783.844;1311605.16;123.42;27.82;219.02;2.16;0.15;0.29473;0.0;20;10;10
1639658798.844;1311605.16;123.4;27.49;219.31;2.08;0.15;0.29502;0.0;20;10;10
1639658813.844;1311605.16;122.83;26.67;218.99;2.2;0.15;0.29511;0.0;20;10;10
1639658828.845;1311605.16;122.97;26.86;219.09;2.16;0.15;0.29519;0.0;20;10;10
1639658843.846;1311605.16;122.86;26.78;218.94;2.19;0.15;0.29548;0.0;20;10;10
1639658858.846;1311605.16;123.08;27.02;219.13;2.08;0.15;0.29539;0.0;20;10;10
1639658873.846;1311605.16;123.26;27.13;219.4;2.29;0.15;0.29563;0.0;20;10;10
1639658888.845;1311605.16;122.99;27.04;218.94;2.19;0.15;0.29574;0.0;20;10;10
1639658903.846;1311605.16;123.0;27.22;218.78;2.25;0.15;0.29594;0.0;20;10;10
1639658918.847;1311605.16;123.04;27.16;218.92;2.24;0.15;0.29585;0.0;20;10;10
1639658933.847;1311605.16;122.9;26.96;218.84;2.02;0.15;0.2959;0.0;20;10;10
1639658948.848;1311605.16;123.22;27.42;219.01;1.87;0.15;0.29584;0.0;20;10;10
1639658963.848;1311605.16;123.16;27.5;218.82;2.29;0.15;0.29594;0.0;20;10;10
1639658978.849;1311605.16;123.06;27.49;218.64;2.21;0.15;0.29627;0.0;20;10;10
1639658993.85;1311605.16;123.16;27.3;219.03;2.23;0.15;0.29614;0.0;20;10;10
1639659008.85;1311605.16;123.38;27.61;219.15;2.29;0.15;0.29604;0.0;20;10;10
1639659023.851;1311605.16;122.64;26.29;218.98;2.16;0.15;0.29624;0.0;20;10;10
1639659038.851;1311605.16;123.3;27.33;219.27;1.98;0.15;0.29609;0.0;20;10;10
1639659053.852;1311605.16;123.51;27.81;219.2;2.19;0.15;0.29599;0.0;20;10;10
1639659068.852;1311605.16;122.85;26.7;219.0;2.11;0.15;0.29596;0.0;20;10;10
1639659083.853;1311605.16;123.13;27.21;219.06;2.12;0.15;0.2957;0.0;20;10;10
1639659098.852;1311605.16;123.0;27.24;218.76;2.18;0.15;0.29566;0.0;20;10;10
1639659113.852;1311605.16;123.09;27.06;219.12;2.14;0.15;0.29592;0.0;20;10;10
1639659128.852;1311605.16;123.03;27.0;219.05;2.27;0.15;0.29612;0.0;20;10;10
1639659143.854;1311605.16;122.9;26.72;219.08;2.47;0.15;0.29587;0.0;20;10;10
1639659158.854;1311605.16;122.68;26.93;218.43;2.31;0.15;0.29584;0.0;20;10;10
1639659173.854;1311605.16;122.82;26.48;219.16;2.11;0.15;0.29597;0.0;20;10;10
1639659188.855;1311605.16;123.05;26.9;219.21;2.11;0.15;0.29628;0.0;20;10;10
1639659203.855;1311605.16;123.16;27.19;219.12;2.32;0.15;0.29619;0.0;20;10;10
1639659218.856;1311605.16;122.95;26.53;219.37;2.3;0.15;0.29621;0.0;20;10;10
1639659233.856;1311605.16;122.56;26.07;219.04;2.13;0.15;0.29622;0.0;20;10;10
1639659248.857;1311605.16;123.24;27.19;219.29;2.2;0.15;0.29621;0.0;20;10;10
1639659263.857;1311605.16;122.88;26.6;219.15;2.51;0.15;0.29651;0.0;20;10;10
1639659278.858;1311605.16;123.35;27.62;219.07;2.3;0.15;0.29622;0.0;20;10;10
1639659293.859;1311605.16;122.88;27.14;218.61;2.38;0.15;0.29627;0.0;20;10;10
1639659308.859;1311605.16;122.89;26.57;219.21;2.18;0.15;0.29606;0.0;20;10;10
1639659323.859;1311605.16;122.58;26.09;219.07;2.38;0.15;0.29586;0.0;20;10;10
1639659338.859;1311605.16;122.59;26.01;219.18;2.2;0.15;0.29577;0.0;20;10;10
1639659353.859;1311605.16;123.05;26.79;219.31;2.16;0.15;0.29571;0.0;20;10;10
1639659368.86;1311605.16;123.0;26.89;219.1;2.21;0.15;0.29582;0.0;20;10;10
1639659383.86;1311605.16;122.63;26.37;218.89;1.93;0.15;0.29578;0.0;20;10;10
1639659398.861;1311605.16;122.64;26.24;219.03;2.3;0.15;0.29583;0.0;20;10;10
1639659413.861;1311605.16;122.98;26.92;219.04;2.3;0.15;0.29596;0.0;20;10;10
1639659428.862;1311605.16;122.8;26.66;218.95;2.14;0.15;0.29605;0.0;20;10;10
1639659443.861;1311605.16;122.92;26.81;219.02;2.25;0.15;0.2962;0.0;20;10;10
1639659458.862;1311605.16;122.81;26.29;219.33;2.36;0.15;0.29613;0.0;20;10;10
1639659473.861;1311605.16;122.76;26.35;219.17;1.84;0.15;0.29595;0.0;20;10;10
1639659488.862;1311605.16;122.65;26.23;219.07;2.16;0.15;0.29591;0.0;20;10;10
1639659503.862;1311605.16;122.7;26.43;218.96;2.3;0.15;0.29595;0.0;20;10;10
1639659518.862;1311605.16;123.21;27.4;219.02;2.24;0.15;0.29612;0.0;20;10;10
1639659533.862;1311605.16;123.17;27.04;219.3;2.07;0.15;0.29603;0.0;20;10;10
1639659548.863;1311605.16;122.94;26.67;219.21;2.21;0.15;0.29616;0.0;20;10;10
1639659563.864;1311605.16;122.65;26.03;219.26;2.23;0.14;0.29613;0.0;20;10;10
1639659578.863;1311605.16;123.09;27.12;219.05;2.3;0.15;0.29592;0.0;20;10;10
1639659593.864;1311605.16;123.27;27.42;219.12;2.33;0.15;0.29601;0.0;20;10;10
1639659608.867;1311605.16;123.71;28.41;219.0;2.29;0.15;0.29603;0.0;20;10;10
1639659623.864;1311605.16;122.96;26.83;219.09;2.2;0.15;0.29596;0.0;20;10;10
1639659638.865;1311605.16;122.88;26.54;219.21;2.25;0.15;0.29606;0.0;20;10;10
1639659653.865;1311605.16;123.08;27.04;219.12;2.26;0.15;0.29609;0.0;20;10;10
1639659668.866;1311605.16;122.99;26.73;219.25;2.06;0.15;0.29617;0.0;20;10;10
1639659683.866;1311605.16;123.12;26.96;219.28;1.85;0.15;0.29629;0.0;20;10;10
1639659698.866;1311605.16;123.0;26.66;219.33;1.79;0.15;0.29638;0.0;20;10;10
1639659713.868;1311605.16;122.96;26.68;219.25;2.08;0.15;0.29633;0.0;20;10;10
1639659728.866;1311605.16;123.24;27.75;218.72;2.37;0.15;0.29627;0.0;20;10;10
1639659743.867;1311605.16;123.12;27.05;219.18;2.02;0.15;0.2965;0.0;20;10;10
1639659758.867;1311605.16;123.08;27.05;219.11;1.97;0.15;0.29657;0.0;20;10;10
1639659773.868;1311605.16;123.12;26.87;219.37;2.2;0.15;0.29662;0.0;20;10;10
1639659788.868;1311605.16;122.58;26.48;218.67;2.34;0.15;0.29685;0.0;20;10;10
1639659803.868;1311605.16;123.11;27.1;219.12;2.18;0.15;0.29695;0.0;20;10;10
1639659818.868;1311605.16;123.29;27.46;219.12;1.97;0.15;0.29703;0.0;20;10;10
1639659833.869;1311605.16;122.84;26.69;218.99;2.19;0.15;0.29719;0.0;20;10;10
1639659848.869;1311605.16;122.73;26.48;218.98;1.77;0.15;0.29718;0.0;20;10;10
1639659863.869;1311605.16;123.03;27.03;219.02;2.01;0.15;0.29694;0.0;20;10;10
1639659878.87;1311605.16;123.46;27.66;219.26;1.56;0.15;0.29699;0.0;20;10;10
1639659893.871;1311605.16;123.32;27.62;219.01;2.04;0.15;0.29697;0.0;20;10;10
1639659908.871;1311605.16;122.72;27.15;218.29;1.71;0.15;0.29686;0.0;20;10;10
1639659923.872;1311605.16;123.33;27.73;218.93;2.0;0.15;0.29672;0.0;20;10;10
1639659938.871;1311605.16;123.19;27.52;218.86;2.07;0.15;0.29687;0.0;20;10;10
1639659953.872;1311605.16;122.92;26.77;219.08;2.05;0.15;0.29687;0.0;20;10;10
1639659968.872;1311605.16;122.97;27.03;218.92;2.06;0.15;0.29685;0.0;20;10;10
1639659983.872;1311605.16;123.03;27.03;219.03;2.08;0.15;0.29713;0.0;20;10;10
1639659998.872;1311605.17;122.87;26.86;218.88;2.21;0.15;0.29722;0.0;20;10;10
1639660013.873;1311605.17;123.05;27.11;218.99;2.15;0.15;0.29774;0.0;20;10;10
1639660028.873;1311605.17;123.04;26.95;219.13;2.26;0.15;0.29774;0.0;20;10;10
1639660043.874;1311605.17;123.09;27.18;219.0;2.25;1.09;0.29754;0.0;20;10;10
1639660058.874;1311605.17;123.47;27.72;219.23;2.46;0.15;0.2975;0.0;20;10;10
1639660073.875;1311605.17;122.98;26.95;219.01;2.54;0.15;0.29753;0.0;20;10;10
1639660088.874;1311605.17;123.09;27.27;218.91;2.32;0.15;0.29748;0.0;20;10;10
1639660103.876;1311605.17;123.2;27.47;218.92;2.21;0.15;0.29748;0.0;20;10;10
1639660118.877;1311605.17;122.92;26.82;219.03;2.14;0.15;0.29743;0.0;20;10;10
1639660133.877;1311605.17;122.87;26.67;219.06;2.12;0.15;0.29737;0.0;20;10;10
1639660148.878;1311605.17;122.95;26.73;219.16;2.14;0.15;0.29724;0.0;20;10;10
1639660163.879;1311605.17;122.59;26.51;218.68;1.98;0.15;0.29712;0.0;20;10;10
1639660178.88;1311605.17;123.03;26.93;219.12;2.14;0.15;0.29688;0.0;20;10;10
1639660193.879;1311605.17;123.0;27.31;218.69;2.32;0.15;0.29694;0.0;20;10;10
1639660208.881;1311605.17;123.11;27.17;219.05;2.33;0.15;0.29724;0.0;20;10;10
1639660223.881;1311605.17;123.17;27.1;219.24;2.12;0.15;0.29758;0.0;20;10;10
1639660238.881;1311605.17;123.44;27.84;219.03;2.33;0.15;0.2977;0.0;20;10;10
1639660253.882;1311605.17;123.01;26.92;219.11;2.41;0.15;0.29762;0.0;20;10;10
1639660268.883;1311605.17;122.75;26.71;218.79;2.33;0.15;0.29769;0.0;20;10;10
1639660283.883;1311605.17;122.52;25.9;219.14;2.36;0.15;0.29745;0.0;20;10;10
1639660298.884;1311605.17;123.05;27.14;218.97;2.09;0.15;0.2972;0.0;20;10;10
1639660313.884;1311605.17;122.75;26.5;219.01;2.23;0.15;0.29703;0.0;20;10;10
1639660328.884;1311605.17;122.76;26.55;218.97;2.2;0.15;0.29695;0.0;20;10;10
1639660343.885;1311605.17;122.95;26.94;218.95;2.34;0.15;0.29699;0.0;20;10;10
1639660358.885;1311605.17;122.18;25.98;218.38;2.18;0.15;0.29701;0.0;20;10;10
1639660373.885;1311605.17;122.33;26.05;218.62;1.94;0.15;0.29684;0.0;20;10;10
1639660388.886;1311605.17;122.46;26.49;218.44;2.05;0.15;0.29685;0.0;20;10;10
1639660403.885;1311605.17;122.8;26.47;219.13;2.23;0.15;0.2969;0.0;20;10;10
1639660418.886;1311605.17;122.57;26.27;218.86;2.2;0.15;0.29703;0.0;20;10;10
1639660433.886;1311605.17;122.47;26.34;218.61;2.2;0.15;0.29699;0.0;20;10;10
1639660448.887;1311605.17;122.84;26.96;218.72;2.2;0.15;0.29685;0.0;20;10;10
1639660463.895;1311605.17;122.68;26.42;218.93;2.44;0.15;0.29685;0.0;20;10;10
1639660478.888;1311605.17;122.62;26.62;218.62;2.36;0.15;0.29672;0.0;20;10;10
1639660493.889;1311605.17;122.84;26.99;218.7;2.17;0.15;0.29655;0.0;20;10;10
1639660508.889;1311605.17;122.71;27.08;218.34;2.37;0.15;0.29644;0.0;20;10;10
1639660523.89;1311605.17;122.75;26.97;218.52;2.27;0.15;0.29647;0.0;20;10;10
